no,troncon_associe,nom,type,description,cours_eau,superficie,latitude,longitude,regime,etat,lien_historique,lien_suivi_hydro,prev_hydrologique,prev_hydraulique,debut,fin,combinaison
"030348","MONT00174","Runnels","Débit","à 30 m en aval du pont-route","Runnels, Ruisseau",102.0,45.5913333333,-72.6387222222,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030348","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030348","S.O.","S.O.",2000,"",""
"030349","-","Sud-Ouest","Débit","à 70 m en amont du pont-route","Sud-Ouest, Rivière du",96.3,45.3763333333,-73.0311111111,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030349","S.O.","S.O.","S.O.",2000,2008,""
"030350","-","Lac Brome","Niveau","à la plage municipale de la ville de Lac-Brome","Brome, Lac",184.0,45.2263888889,-72.5049444444,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030350","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030350","S.O.","S.O.",2005,"",""
"030351","-","Yamaska","Débit","à 0,5 km en aval du barrage du lac Brome","Yamaska, Rivière",184.0,45.2831944444,-72.5087777778,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030351","S.O.","S.O.","S.O.",2005,2015,"030353, 030351"
"030353","MONT00314","Yamaska","Débit","au pont du Chemin de Matapédia","Yamaska, Rivière",230.9,45.3016861111,-72.5937916667,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030353","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030353","S.O.","S.O.",2014,"","030353, 030351"
"030354","-","Yamaska","Niveau","au pont de la rue de Soulanges à Bromont","Yamaska, Rivière",342.5,45.3,-72.70125,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030354","S.O.","S.O.","S.O.",2018,"",""
"030426","-","Ewing","Débit","à Saint-Pierre-de-Véronne-à Pike-River","Ewing, Ruisseau",26.3,45.1253055556,-73.07725,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030426","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030426","S.O.","S.O.",2001,"",""
"052235","-","Saint-Pierre","Débit","au pont-route du chemin du Vieux-Moulin à 0.2 km de la Route 343","Saint-Pierre, Ruisseau",27.8,45.9773333333,-73.4398888889,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=052235","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=052235","S.O.","S.O.",2000,"",""
"0303A0","MONT00227","Yamaska Nord","Débit","à 0,1 km en aval du pont-route à Saint-Alphonse","Yamaska Nord, Rivière",271.0,45.3242043292,-72.8117823115,"Peu influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=0303A0","S.O.","S.O.","S.O.",1976,1983,"030340, 0303A0"
"030401","MONT00577","Richelieu","Débit","aux rapides Fryers à Carignan","Richelieu, Rivière",22000.0,45.3983333333,-73.2583333333,"Non influencé","Ouverte","www.eau.ec.gc.ca","https://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030401","https://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030401","S.O.",1937,"",""
"030404","-","Lac d'Argent","Niveau","à Eastman","Argent, Lac d'",65.1,45.3033687338,-72.320930906,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030404","S.O.","S.O.","S.O.",1968,1973,""
"030406","-","Lac Orford","Niveau","au lac Orford à Eastman","Orford, Lac",8.6,45.2958683251,-72.2773179826,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030406","S.O.","S.O.","S.O.",1970,1982,""
"030409","-","Lac Champlain","Niveau","à Saint-Armand","Champlain, Lac",21200.0,45.0397613219,-73.079296479,"Non influencé","Ouverte","www.eau.ec.gc.ca","https://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030409","S.O.","S.O.",1964,"",""
"030415","MONT01271","Des Hurons","Débit","au pont-route du Chemin de la Rivière-des-Hurons Ouest","Hurons, Rivière des",308.0,45.4905,-73.18575,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030415","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030415","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030415","S.O.",1973,"",""
"030419","-","Richelieu","Niveau","à la marina de Saint-Jean-sur-Richelieu","Richelieu, Rivière",21900.0,45.3021944444,-73.2503333333,"Non influencé","Ouverte","www.eau.ec.gc.ca","https://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030419","S.O.","S.O.",1972,"",""
"030420","MONT00932","Aux Brochets","Débit","à 0,7 km en aval du ruisseau Groat","Brochets, Rivière aux",395.0,45.1226666667,-72.996275,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030420","S.O.","S.O.","S.O.",1979,2012,""
"030421","MONT00543","L'Acadie","Débit","à 3,0 km en amont du pont de l'autoroute 10","L'Acadie, Rivière",367.0,45.39025,-73.3708611111,"Peu influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030421","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030421","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030421","S.O.",1979,"",""
"030422","MONT00974","Au Castor","Débit","à 1,2 km en amont de la rivière aux Brochets","Castor, Ruisseau au",8.7,45.1134833333,-73.0662472222,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030422","S.O.","S.O.","S.O.",1997,2007,""
"030423","MONT00926","Morpions","Débit","à 3,1 km en amont de la rivière aux Brochets","Morpions, Ruisseau",94.1,45.1984444444,-73.0327777778,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030423","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030423","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030423","S.O.",1999,"",""
"030424","MONT00924","Aux Brochets","Débit","à Notre-Dame-de-Stanbridge (pont couvert)","Brochets, Rivière aux",584.0,45.1586666667,-73.0507222222,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030424","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030424","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030424","S.O.",2001,"",""
"030425","MONT00902","De la Roche","Débit","à Saint-Armand","Roche, Rivière de la",72.6,45.0218611111,-73.0162222222,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030425","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030425","S.O.","S.O.",2001,"",""
"030432","-","Massé","Débit","Au secteur Carignan sur le Golf","Massé, Ruisseau",75.45,45.509113,-73.324471,"Peu influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030432","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030432","S.O.","S.O.",2022,"",""
"040132","-","Décharge du lac Ludger","Débit","à 0,01 km en aval du barrage Ludger","Nord, Rivière du",40.3,46.1189204197,-74.2755203213,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=040132","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040132","S.O.","S.O.",1994,"",""
"030427","-","Wallbridge","Débit","sur le ruisseau principal et branche #4 (ferme Falcon )","Walbridge, Ruisseau",6.3,45.1903333333,-72.9439444444,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030427","S.O.","S.O.","S.O.",2001,2006,""
"030428","-","Wallbridge","Débit","sur la décharge Fournier branche # 25 (ferme Ginel )","Walbridge, Ruisseau",7.9,45.1667587657,-72.9834055349,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030428","S.O.","S.O.","S.O.",2001,2006,""
"030429","MONT01277","À l'Ours","Débit","à Saint-Jean-Baptiste","Ours, Ruisseau à l'",35.1,45.5217222222,-73.1231111111,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030429","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030429","S.O.","S.O.",2006,2020,""
"030430","-","Richelieu","Niveau","au centre de plein air l'Estacade à Saint-Paul-de-l'Île-aux-Noix","Richelieu, Rivière",21453.0,45.0771944444,-73.3255555556,"Peu influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030430","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030430","S.O.","S.O.",2011,"",""
"040627","-","Kiamika","Débit","à 0,1 km en aval du pont-route à Chute-Saint-Philippe","Kiamika, Rivière",879.0,46.6503055556,-75.2470277778,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=040627","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040627","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040627","https://www.cehq.gouv.qc.ca/prevision/previsions.asp?Secteur=lievre",1989,"",""
"030601","-","Saint-Jacques","Débit et Niveau","Amont du pont Montée Monette à Saint-Philippe","Saint-Jacques, Rivière",38.4,45.3528055556,-73.4729861111,"Non Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030601","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030601","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030601","S.O.",2022,"",""
"030801","-","Saint-Régis","Niveau","À 300 m de la confluence avec la rivière Saint-Pierre","Saint-Régis, Rivière",49.0,45.3876833333,-73.5590694444,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030801","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030801","S.O.","S.O.",2022,"",""
"030901","-","Châteauguay","Débit","à 0,3 km en aval du pont-route 205","Châteauguay, Rivière",2440.0,45.2861508116,-73.8023743623,"Peu influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030901","S.O.","S.O.","S.O.",1920,1971,"030905, 030901"
"030903","MONT01466","Des Anglais","Débit","au pont-route à Howick","Anglais, Rivière des",678.0,45.1833733993,-73.8448779747,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030903","S.O.","S.O.","S.O.",1967,1973,"030907, 030903"
"030905","MONT01337","Châteauguay","Débit et Niveau","à 2 km en amont du pont-route 132","Châteauguay, Rivière",2492.0,45.3303411667,-73.7622253324,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030905","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030905","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030905","S.O.",1970,"","030905, 030901"
"030907","MONT01470","Des Anglais","Débit","à 1,1 km en aval du pont-route à Très-Saint-Sacrement","Anglais, Rivière des",642.0,45.1581666667,-73.8248333333,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030907","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030907","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030907","S.O.",1973,"","030907, 030903"
"030908","MONT01363","Trout","Débit","à 1,0 km en amont du pont-route à Kelvingrove","Trout, Rivière",404.0,45.0505990456,-74.2323995074,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030908","S.O.","S.O.","S.O.",1973,1982,""
"030915","MONT01472","Norton","Débit","à 3,5 km en aval du barrage de Sainte-Clothilde","Norton, Ruisseau",227.0,45.1494848609,-73.7059843281,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030915","S.O.","S.O.","S.O.",1979,1989,""
"030917","MONT01443","Aux Outardes Est","Débit","au pont-route près de Anderson","Outardes Est, Rivière aux",134.0,45.0778203298,-74.0401681421,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030917","S.O.","S.O.","S.O.",1975,1982,""
"030919","MONT01361","Châteauguay","Débit","à Huntingdon","Châteauguay, Rivière",1051.0,45.0871097544,-74.1718656454,"Peu influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030919","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030919","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030919","S.O.",2004,"",""
"030920","MONT01537","Noire","Débit","au pont du chemin de l’Artifice à Franklin","Noire, Rivière",46.5,45.0765997685,-73.849958516,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030920","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030920","S.O.","S.O.",2005,"",""
"030921","MONT01496","Des Anglais","Débit","à Saint-Chrysostome à  70 m en amont de la confluence avec la rivière Noire","Anglais, Rivière des",246.0,45.1003134826,-73.762418344,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030921","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030921","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030921","S.O.",2005,"",""
"030923","MONT01478","Norton","Débit","à Hemmingford","Norton, Ruisseau",38.5,45.0722444431,-73.6268515844,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030923","S.O.","S.O.","S.O.",2005,2011,""
"030924","MONT01486","Cranberry","Débit","à Sainte-Clotilde-de-Châteauguay","Cranberry, Ruisseau",32.9,45.1084722222,-73.6633333333,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030924","S.O.","S.O.","S.O.",2006,2011,""
"030925","-","Gilbeault-Deslisle","Débit","à Sainte-Clotilde-de-Châteauguay","Gibeault-Delisle, Ruisseau",14.7,45.1680375188,-73.623571668,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030925","S.O.","S.O.","S.O.",2006,2010,""
"030926","-","Châteauguay","Débit et Niveau","à 1km en aval du village Athelstan","Châteauguay, Rivière",554.0,45.04456,-74.18129,"Peu influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030926","https://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030926","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030926","S.O.",2020,"",""
"031101","-","Saint-Louis","Débit","à 19,2 km du lac Saint-Louis","Saint-Louis, Rivière",130.0,45.218097174,-73.9893295759,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=031101","S.O.","S.O.","S.O.",1930,1938,""
"031102","-","Saint-Louis","Débit","à 18,3 km du lac Saint-Louis","Saint-Louis, Rivière",132.0,45.2219857966,-73.9765509319,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=031102","S.O.","S.O.","S.O.",1986,1994,""
"031501","SLSO00933","Marguerite","Débit","au pont-route du boul. des Acadiens à Saint-Grégoire de Bécancour","Marguerite, Rivière",21.9,46.26225,-72.5188888889,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=031501","S.O.","S.O.","S.O.",2005,2011,""
"031502","-","Marguerite","Débit","au Chemin Forest à Saint-Grégoire de Bécancour","Marguerite, Rivière",12.2,46.2347777778,-72.4938611111,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=031502","S.O.","S.O.","S.O.",2006,2009,""
"040101","-","Barrage de la Montagne-Noire","Niveau","au lac de la Montagne Noire à Lantier","Montagne Noire, Lac de la",13.9,46.1825555556,-74.2766666667,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=040101","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040101","S.O.","S.O.",1964,"",""
"040102","-","Barrage Papineau","Niveau","au lac Papineau à Sainte-Agathe-des-Monts","Papineau, Lac",27.1,46.1270833333,-74.3067222222,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=040102","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040102","S.O.","S.O.",1963,"",""
"040103","-","Barrage Ludger","Niveau","au lac Ludger à Sainte-Agathe-des-Monts","Ludger, Lac",40.3,46.1189822401,-74.2753467785,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=040103","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040103","S.O.","S.O.",1963,"",""
"040104","-","Barrage Brûlé","Niveau","au lac Brûlé à Sainte-Agathe-des-Monts","Brûlé, Lac",155.0,46.0831756871,-74.279744199,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=040104","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040104","S.O.","S.O.",1964,"",""
"040105","-","Barrage Cornu","Niveau","au lac Cornu à Saint-Faustin--Lac-Carré","Cornu, Lac",8.8,46.0909722222,-74.4269166667,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=040105","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040105","S.O.","S.O.",1964,"",""
"040106","-","Barrage Manitou","Niveau","au lac Manitou à Sainte-Agathe-des-Monts","Manitou, Lac",24.0,46.0744166667,-74.336,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=040106","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040106","S.O.","S.O.",1963,"",""
"040107","-","Barrage des Sables","Niveau","au lac des Sables à Sainte-Agathe-des-Monts","Sables, Lac des",39.0,46.0530277778,-74.308,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=040107","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040107","S.O.","S.O.",1964,"",""
